Year,Team,Player,Base Price,Winning Bid,Capped/Uncapped,Overseas,RTM
2023,IPL 2023 Player Auction,Chennai Super Kings,15000000.0,8.0,25,No,No
2023,IPL 2023 Player Auction,Delhi Capitals,44500000.0,8.0,25,No,No
2023,IPL 2023 Player Auction,Gujarat Titans,44500000.0,8.0,25,No,No
2023,IPL 2023 Player Auction,Lucknow Super Giants,35500000.0,8.0,25,No,No
2023,IPL 2023 Player Auction,Rajasthan Royals,33500000.0,8.0,25,No,No
2023,IPL 2023 Player Auction,Royal Challengers Bangalore,17500000.0,8.0,25,No,No
2023,IPL 2023 Player Auction,Sunrisers Hyderabad,65500000.0,8.0,25,No,No
2023,IPL 2023 Player Auction,Mumbai Indians,500000.0,8.0,24,No,No
2023,IPL 2023 Player Auction,Kolkata Knight Riders,16500000.0,8.0,22,No,No
2023,IPL 2023 Player Auction,Punjab Kings,122000000.0,7.0,22,No,No
2023,Super Kings,Ben Stokes,,,"₹16,25,00,000",No,No
2023,Super Kings,Kyle Jamieson,,,"₹1,00,00,000",No,No
2023,Super Kings,Nishant Sindhu,,,"₹60,00,000",No,No
2023,Super Kings,Ajinkya Rahane,,,"₹50,00,000",No,No
2023,Super Kings,Bhagath Varma,,,"₹20,00,000",No,No
2023,Super Kings,Ajay Mandal,,,"₹20,00,000",No,No
2023,Super Kings,Shaik Rasheed,,,"₹20,00,000",No,No
2023,Capitals,Mukesh Kumar,,,"₹5,50,00,000",No,No
2023,Capitals,Rilee Rossouw,,,"₹4,60,00,000",No,No
2023,Capitals,Manish Pandey,,,"₹2,40,00,000",No,No
2023,Capitals,Phil Salt,,,"₹2,00,00,000",No,No
2023,Capitals,Ishant Sharma,,,"₹50,00,000",No,No
2023,Titans,Shivam Mavi,,,"₹6,00,00,000",No,No
2023,Titans,Joshua Little,,,"₹4,40,00,000",No,No
2023,Titans,Kane Williamson,,,"₹2,00,00,000",No,No
2023,Titans,K.S. Bharat,,,"₹1,20,00,000",No,No
2023,Titans,Mohit Sharma,,,"₹50,00,000",No,No
2023,Titans,Odean Smith,,,"₹50,00,000",No,No
2023,Titans,Urvil Patel,,,"₹20,00,000",No,No
2023,Knight Riders,Shakib Al Hasan,,,"₹1,50,00,000",No,No
2023,Knight Riders,David Wiese,,,"₹1,00,00,000",No,No
2023,Knight Riders,N. Jagadeesan,,,"₹90,00,000",No,No
2023,Knight Riders,Vaibhav Arora,,,"₹60,00,000",No,No
2023,Knight Riders,Mandeep Singh,,,"₹50,00,000",No,No
2023,Knight Riders,Litton Das,,,"₹50,00,000",No,No
2023,Knight Riders,Kulwant Khejroliya,,,"₹20,00,000",No,No
2023,Knight Riders,Suyash Sharma,,,"₹20,00,000",No,No
2023,Super Giants,Nicholas Pooran,,,"₹16,00,00,000",No,No
2023,Super Giants,Daniel Sams,,,"₹75,00,000",No,No
2023,Super Giants,Amit Mishra,,,"₹50,00,000",No,No
2023,Super Giants,Romario Shepherd,,,"₹50,00,000",No,No
2023,Super Giants,Naveen Ul Haq,,,"₹50,00,000",No,No
2023,Super Giants,Jaydev Unadkat,,,"₹50,00,000",No,No
2023,Super Giants,Yash Thakur,,,"₹45,00,000",No,No
2023,Super Giants,Swapnil Singh,,,"₹20,00,000",No,No
2023,Super Giants,Yudhvir Charak,,,"₹20,00,000",No,No
2023,Super Giants,Prerak Mankad,,,"₹20,00,000",No,No
2023,Indians,Cameron Green,,,"₹17,50,00,000",No,No
2023,Indians,Jhye Richardson,,,"₹1,50,00,000",No,No
2023,Indians,Piyush Chawla,,,"₹50,00,000",No,No
2023,Indians,Nehal Wadhera,,,"₹20,00,000",No,No
2023,Indians,Raghav Goyal,,,"₹20,00,000",No,No
2023,Indians,Vishnu Vinod,,,"₹20,00,000",No,No
2023,Indians,Duan Jansen,,,"₹20,00,000",No,No
2023,Indians,Shams Mulani,,,"₹20,00,000",No,No
2023,Kings,Sam Curran,,,"₹18,50,00,000",No,No
2023,Kings,Sikandar Raza,,,"₹50,00,000",No,No
2023,Kings,Harpreet Bhatia,,,"₹40,00,000",No,No
2023,Kings,Shivam Singh,,,"₹20,00,000",No,No
2023,Kings,Vidwath Kaverappa,,,"₹20,00,000",No,No
2023,Kings,Mohit Rathee,,,"₹20,00,000",No,No
2023,Royals,Jason Holder,,,"₹5,75,00,000",No,No
2023,Royals,Adam Zampa,,,"₹1,50,00,000",No,No
2023,Royals,Joe Root,,,"₹1,00,00,000",No,No
2023,Royals,Donovan Ferreira,,,"₹50,00,000",No,No
2023,Royals,K.M. Asif,,,"₹30,00,000",No,No
2023,Royals,Abdul P A,,,"₹20,00,000",No,No
2023,Royals,Akash Vashisht,,,"₹20,00,000",No,No
2023,Royals,Kunal Rathore,,,"₹20,00,000",No,No
2023,Royals,Murugan Ashwin,,,"₹20,00,000",No,No
2023,Challengers Bangalore,Will Jacks,,,"₹3,20,00,000",No,No
2023,Challengers Bangalore,Reece Topley,,,"₹1,90,00,000",No,No
2023,Challengers Bangalore,Rajan Kumar,,,"₹70,00,000",No,No
2023,Challengers Bangalore,Avinash Singh,,,"₹60,00,000",No,No
2023,Challengers Bangalore,Sonu Yadav,,,"₹20,00,000",No,No
2023,Challengers Bangalore,Himanshu Sharma,,,"₹20,00,000",No,No
2023,Challengers Bangalore,Manoj Bhandage,,,"₹20,00,000",No,No
2023,Hyderabad,Harry Brook,,,"₹13,25,00,000",No,No
2023,Hyderabad,Mayank Agarwal,,,"₹8,25,00,000",No,No
2023,Hyderabad,Heinrich Klaasen,,,"₹5,25,00,000",No,No
