Year,Team,Player,Base Price,Winning Bid,Capped/Uncapped,Overseas,RTM
2024,Royals,Ben Duckett,,,"₹2,00,00,000",No,No
2024,Royals,Philip Salt,,,"₹1,50,00,000",No,No
2024,Royals,Colin Munro,,,"₹1,50,00,000",No,No
2024,Royals,Jason Holder,,,"₹1,50,00,000",No,No
2024,Royals,James Neesham,,,"₹1,50,00,000",No,No
2024,Royals,Daniel Sams,,,"₹1,50,00,000",No,No
2024,Royals,Chris Jordan,,,"₹1,50,00,000",No,No
2024,Royals,Tymal Mills,,,"₹1,50,00,000",No,No
2024,Royals,Tim Southee,,,"₹1,50,00,000",No,No
2024,Royals,Ashton Agar,,,"₹1,00,00,000",No,No
2024,Royals,Michael Bracewell,,,"₹1,00,00,000",No,No
2024,Royals,Dwaine Pretorius,,,"₹1,00,00,000",No,No
2024,Royals,Sam Billings,,,"₹1,00,00,000",No,No
2024,Royals,Kyle Jamieson,,,"₹1,00,00,000",No,No
2024,Royals,Riley Meredith,,,"₹1,00,00,000",No,No
2024,Royals,Adam Milne,,,"₹1,00,00,000",No,No
2024,Royals,Wayne Parnell,,,"₹1,00,00,000",No,No
2024,Royals,David Wiese,,,"₹1,00,00,000",No,No
2024,Royals,Ish Sodhi,,,"₹75,00,000",No,No
2024,Royals,Finn Allen,,,"₹75,00,000",No,No
2024,Royals,Fabian Allen,,,"₹75,00,000",No,No
2024,Royals,Keemo Paul,,,"₹75,00,000",No,No
2024,Royals,Matt Henry,,,"₹75,00,000",No,No
2024,Royals,Lance Morris,,,"₹75,00,000",No,No
2024,Royals,Ollie Robinson,,,"₹75,00,000",No,No
2024,Royals,Billy Stanlake,,,"₹75,00,000",No,No
2024,Royals,Olly Stone,,,"₹75,00,000",No,No
2024,Royals,Karun Nair,,,"₹50,00,000",No,No
2024,Royals,Kusal Mendis,,,"₹50,00,000",No,No
2024,Royals,Akeal Hosein,,,"₹50,00,000",No,No
2024,Royals,Mohammad Waqar Salamkheil,,,"₹50,00,000",No,No
2024,Royals,Tabraiz Shamsi,,,"₹50,00,000",No,No
2024,Royals,Alick Athanaze,,,"₹50,00,000",No,No
2024,Royals,Mark Chapman,,,"₹50,00,000",No,No
2024,Royals,Samuel Hain,,,"₹50,00,000",No,No
2024,Royals,Reeza Hendricks,,,"₹50,00,000",No,No
2024,Royals,Brandon King,,,"₹50,00,000",No,No
2024,Royals,Ibrahim Zadran,,,"₹50,00,000",No,No
2024,Royals,Najibullah Zadran,,,"₹50,00,000",No,No
2024,Royals,Wesley Agar,,,"₹50,00,000",No,No
2024,Royals,Qais Ahamad,,,"₹50,00,000",No,No
2024,Royals,Charith Asalanka,,,"₹50,00,000",No,No
2024,Royals,Brydon Carse,,,"₹50,00,000",No,No
2024,Royals,Ben Cutting,,,"₹50,00,000",No,No
2024,Royals,Matthew Forde,,,"₹50,00,000",No,No
2024,Royals,George Garton,,,"₹50,00,000",No,No
2024,Royals,George Linde,,,"₹50,00,000",No,No
2024,Royals,Keshav Maharaj,,,"₹50,00,000",No,No
2024,Royals,Wiaan Mulder,,,"₹50,00,000",No,No
2024,Royals,Dasun Shanaka,,,"₹50,00,000",No,No
2024,Royals,Matthew Short,,,"₹50,00,000",No,No
2024,Royals,Odean Smith,,,"₹50,00,000",No,No
2024,Royals,Hanuma Vihari,,,"₹50,00,000",No,No
2024,Royals,Johnson Charles,,,"₹50,00,000",No,No
2024,Royals,Varun Aaron,,,"₹50,00,000",No,No
2024,Royals,Fareed Ahmad,,,"₹50,00,000",No,No
2024,Royals,Dushmanta Chameera,,,"₹50,00,000",No,No
2024,Royals,Ben Dwarshuis,,,"₹50,00,000",No,No
2024,Royals,Richard Gleeson,,,"₹50,00,000",No,No
2024,Royals,Siddharth  Kaul,,,"₹50,00,000",No,No
2024,Royals,Lahiru Kumara,,,"₹50,00,000",No,No
2024,Royals,Obed Mccoy,,,"₹50,00,000",No,No
2024,Royals,Blessing Muzarabani,,,"₹50,00,000",No,No
2024,Royals,Richard Ngarava,,,"₹50,00,000",No,No
2024,Royals,George Scrimshaw,,,"₹50,00,000",No,No
2024,Royals,Barinder Sran,,,"₹50,00,000",No,No
2024,Royals,Oshane Thomas,,,"₹50,00,000",No,No
2024,Royals,Sandeep Warrier,,,"₹50,00,000",No,No
2024,Royals,Lizaad Williams,,,"₹50,00,000",No,No
2024,Royals,Luke Wood,,,"₹50,00,000",No,No
2024,Royals,Benny Howell,,,"₹40,00,000",No,No
2024,Royals,Jalaj Saxena,,,"₹40,00,000",No,No
2024,Royals,Corbin Bosch,,,"₹30,00,000",No,No
2024,Royals,Kamlesh Nagarkoti,,,"₹30,00,000",No,No
2024,Royals,Basil Thampi,,,"₹30,00,000",No,No
2024,Royals,Lalit Yadav,,,"₹30,00,000",No,No
2024,Royals,S Midhun,,,"₹30,00,000",No,No
2024,Royals,Izharulhuq Naveed,,,"₹30,00,000",No,No
2024,Royals,Priyansh Arya,,,"₹20,00,000",No,No
2024,Royals,Rohan  Kunnummal,,,"₹20,00,000",No,No
2024,Royals,Manan Vohra,,,"₹20,00,000",No,No
2024,Royals,Raj Angad Bawa,,,"₹20,00,000",No,No
2024,Royals,Sarfaraz Khan,,,"₹20,00,000",No,No
2024,Royals,Vivrant Sharma,,,"₹20,00,000",No,No
2024,Royals,Atit Sheth,,,"₹20,00,000",No,No
2024,Royals,Hrithik Shokeen,,,"₹20,00,000",No,No
2024,Royals,Urvil Patel,,,"₹20,00,000",No,No
2024,Royals,Vishnu Solanki,,,"₹20,00,000",No,No
2024,Royals,Ishan Porel,,,"₹20,00,000",No,No
2024,Royals,Kuldip Yadav,,,"₹20,00,000",No,No
2024,Royals,Murgan Ashwin,,,"₹20,00,000",No,No
2024,Royals,Pulkit Narang,,,"₹20,00,000",No,No
2024,Royals,Shiva  Singh,,,"₹20,00,000",No,No
2024,Royals,Dinesh  Bana,,,"₹20,00,000",No,No
2024,Royals,Rajat Dey,,,"₹20,00,000",No,No
2024,Royals,Abhimanyu Easwaran,,,"₹20,00,000",No,No
2024,Royals,Rithik Easwaran,,,"₹20,00,000",No,No
2024,Royals,Chirag Gandhi,,,"₹20,00,000",No,No
2024,Royals,Nikhil Gangta,,,"₹20,00,000",No,No
2024,Royals,Sudip Gharami,,,"₹20,00,000",No,No
2024,Royals,Ansh Gosai,,,"₹20,00,000",No,No
2024,Royals,Azim Kazi,,,"₹20,00,000",No,No
2024,Royals,Amandeep Khare,,,"₹20,00,000",No,No
2024,Royals,Ankit Kumar,,,"₹20,00,000",No,No
2024,Royals,Bhupen Lalwani,,,"₹20,00,000",No,No
2024,Royals,Pukhraj Mann,,,"₹20,00,000",No,No
2024,Royals,Tanmay Mishra,,,"₹20,00,000",No,No
2024,Royals,Salman Nizar,,,"₹20,00,000",No,No
2024,Royals,Priyank Panchal,,,"₹20,00,000",No,No
2024,Royals,Akshat Raghuwanshi,,,"₹20,00,000",No,No
2024,Royals,Ekant Sen,,,"₹20,00,000",No,No
2024,Royals,Subhranshu Senapati,,,"₹20,00,000",No,No
2024,Royals,Naushad Shaikh,,,"₹20,00,000",No,No
2024,Royals,Dhruv Shorey,,,"₹20,00,000",No,No
2024,Royals,Himmat Singh,,,"₹20,00,000",No,No
2024,Royals,Virat  Singh,,,"₹20,00,000",No,No
2024,Royals,Sumeet Verma,,,"₹20,00,000",No,No
2024,Royals,P.A. Abdul,,,"₹20,00,000",No,No
2024,Royals,Murugan Abhishek,,,"₹20,00,000",No,No
2024,Royals,Atharva Ankolekar,,,"₹20,00,000",No,No
2024,Royals,Baba Aparajith,,,"₹20,00,000",No,No
2024,Royals,Jass Inder Baidwan,,,"₹20,00,000",No,No
2024,Royals,Rahul Buddhi,,,"₹20,00,000",No,No
2024,Royals,Vaisakh  Chandran,,,"₹20,00,000",No,No
2024,Royals,Writtick Chatterjee,,,"₹20,00,000",No,No
2024,Royals,Raj Chaudhary,,,"₹20,00,000",No,No
2024,Royals,Ravi Chauhan,,,"₹20,00,000",No,No
2024,Royals,Ashwin Das,,,"₹20,00,000",No,No
2024,Royals,Aarya Desai,,,"₹20,00,000",No,No
2024,Royals,Vineet Dhankhar,,,"₹20,00,000",No,No
2024,Royals,Harsh Dubey,,,"₹20,00,000",No,No
2024,Royals,Prerit Dutta,,,"₹20,00,000",No,No
2024,Royals,Jake Fraser-Mcgurk,,,"₹20,00,000",No,No
2024,Royals,Shubhang Hegde,,,"₹20,00,000",No,No
2024,Royals,Saransh Jain,,,"₹20,00,000",No,No
2024,Royals,Duan Jansen,,,"₹20,00,000",No,No
2024,Royals,Mohammad Kaif,,,"₹20,00,000",No,No
2024,Royals,Aman Khan,,,"₹20,00,000",No,No
2024,Royals,Mohd Arslan Khan,,,"₹20,00,000",No,No
2024,Royals,Musheer  Khan,,,"₹20,00,000",No,No
2024,Royals,Tanush Kotian,,,"₹20,00,000",No,No
2024,Royals,Manvanth Kumar,,,"₹20,00,000",No,No
2024,Royals,Saurabh Kumar,,,"₹20,00,000",No,No
2024,Royals,Dev Lakra,,,"₹20,00,000",No,No
2024,Royals,Nasir Lone,,,"₹20,00,000",No,No
2024,Royals,Kaushik Maity,,,"₹20,00,000",No,No
2024,Royals,Divij Mehra,,,"₹20,00,000",No,No
2024,Royals,Mani Sankar Mura Singh,,,"₹20,00,000",No,No
2024,Royals,Sanjay Pahal,,,"₹20,00,000",No,No
2024,Royals,Jitender Pal,,,"₹20,00,000",No,No
2024,Royals,Saumy Pandey,,,"₹20,00,000",No,No
2024,Royals,Ansh Patel,,,"₹20,00,000",No,No
2024,Royals,Sairaj Patil,,,"₹20,00,000",No,No
2024,Royals,Pradosh Paul,,,"₹20,00,000",No,No
2024,Royals,Shubham Singh Pundir,,,"₹20,00,000",No,No
2024,Royals,Atal Rai,,,"₹20,00,000",No,No
2024,Royals,Abhimanyusingh Rajput,,,"₹20,00,000",No,No
2024,Royals,Mohit Rathee,,,"₹20,00,000",No,No
2024,Royals,Ninad Rathva,,,"₹20,00,000",No,No
2024,Royals,Rohit Rayudu,,,"₹20,00,000",No,No
2024,Royals,Aniketh Reddy,,,"₹20,00,000",No,No
2024,Royals,Mohit Redkar,,,"₹20,00,000",No,No
2024,Royals,Akash Sengupta,,,"₹20,00,000",No,No
2024,Royals,Suryansh  Shedge,,,"₹20,00,000",No,No
2024,Royals,Aradhya Shukla,,,"₹20,00,000",No,No
2024,Royals,Utkarsh Singh,,,"₹20,00,000",No,No
2024,Royals,Shashank Singh,,,"₹20,00,000",No,No
2024,Royals,Prenelan Subrayen,,,"₹20,00,000",No,No
2024,Royals,Ravi Teja,,,"₹20,00,000",No,No
2024,Royals,Akash Vashisht,,,"₹20,00,000",No,No
2024,Royals,Mohit Ahlawat,,,"₹20,00,000",No,No
2024,Royals,G. Ajitesh,,,"₹20,00,000",No,No
2024,Royals,L.R. Chethan,,,"₹20,00,000",No,No
2024,Royals,Gourav Choudhary,,,"₹20,00,000",No,No
2024,Royals,Harvik  Desai,,,"₹20,00,000",No,No
2024,Royals,Shakir Gandhi,,,"₹20,00,000",No,No
2024,Royals,Sumit Ghadigaonkar,,,"₹20,00,000",No,No
2024,Royals,Baba Indrajith,,,"₹20,00,000",No,No
2024,Royals,Bhagmender Lather,,,"₹20,00,000",No,No
2024,Royals,Anmol Malhotra,,,"₹20,00,000",No,No
2024,Royals,Darshan Misal,,,"₹20,00,000",No,No
2024,Royals,Nikhil Naik,,,"₹20,00,000",No,No
2024,Royals,Prasad Pawar,,,"₹20,00,000",No,No
2024,Royals,Mahesh Pithiya,,,"₹20,00,000",No,No
2024,Royals,William Salzmann,,,"₹20,00,000",No,No
2024,Royals,Bipin  Saurabh,,,"₹20,00,000",No,No
2024,Royals,B.R. Sharath,,,"₹20,00,000",No,No
2024,Royals,K.L. Shrijith,,,"₹20,00,000",No,No
2024,Royals,Avneesh Sudha,,,"₹20,00,000",No,No
2024,Royals,Aditya Tare,,,"₹20,00,000",No,No
2024,Royals,Nihal Ullal,,,"₹20,00,000",No,No
2024,Royals,K.M Asif,,,"₹20,00,000",No,No
2024,Royals,Mohit Avasthi,,,"₹20,00,000",No,No
2024,Royals,Ottneil Baartman,,,"₹20,00,000",No,No
2024,Royals,Basit Bashir,,,"₹20,00,000",No,No
2024,Royals,Waseem Bashir,,,"₹20,00,000",No,No
2024,Royals,Sachin Bhosale,,,"₹20,00,000",No,No
2024,Royals,Devendra Singh Bora,,,"₹20,00,000",No,No
2024,Royals,Gurnoor Singh Brar,,,"₹20,00,000",No,No
2024,Royals,Saurabh Dubey,,,"₹20,00,000",No,No
2024,Royals,Mrinmoy Dutta,,,"₹20,00,000",No,No
2024,Royals,Vishal Godara,,,"₹20,00,000",No,No
2024,Royals,Money Grewal,,,"₹20,00,000",No,No
2024,Royals,Arpit Guleria,,,"₹20,00,000",No,No
2024,Royals,Mukhtar Hussain,,,"₹20,00,000",No,No
2024,Royals,Shamar Joseph,,,"₹20,00,000",No,No
2024,Royals,Mohammed Kaif,,,"₹20,00,000",No,No
2024,Royals,Shubham Kapse,,,"₹20,00,000",No,No
2024,Royals,Devang Karamta,,,"₹20,00,000",No,No
2024,Royals,Kulwant Khejroliya,,,"₹20,00,000",No,No
2024,Royals,Ravi Kumar,,,"₹20,00,000",No,No
2024,Royals,Ashwani Kumar,,,"₹20,00,000",No,No
2024,Royals,Raj Limbani,,,"₹20,00,000",No,No
2024,Royals,Kwena Maphaka,,,"₹20,00,000",No,No
2024,Royals,Lukman Hussain Meriwala,,,"₹20,00,000",No,No
2024,Royals,Venkatesh Muralidhara,,,"₹20,00,000",No,No
2024,Royals,William O'Rourke,,,"₹20,00,000",No,No
2024,Royals,Rakshan Readdi,,,"₹20,00,000",No,No
2024,Royals,Manish Reddy,,,"₹20,00,000",No,No
2024,Royals,Monish Reddy,,,"₹20,00,000",No,No
2024,Royals,Akhin Sathar,,,"₹20,00,000",No,No
2024,Royals,Divesh Sharma,,,"₹20,00,000",No,No
2024,Royals,Ashok Sharma,,,"₹20,00,000",No,No
2024,Royals,Abhilash Shetty,,,"₹20,00,000",No,No
2024,Royals,Rahul Shukla,,,"₹20,00,000",No,No
2024,Royals,Manit Singh,,,"₹20,00,000",No,No
2024,Royals,Gurjapneet Singh,,,"₹20,00,000",No,No
2024,Royals,Paul Van Meekeren,,,"₹20,00,000",No,No
2024,Royals,Nitin Verma,,,"₹20,00,000",No,No
2024,Royals,Chris Wood,,,"₹20,00,000",No,No
2024,Royals,Gourav Yadav,,,"₹20,00,000",No,No
2024,Royals,Prithvi Raj Yarra,,,"₹20,00,000",No,No
2024,Royals,Mujtaba Yousuf,,,"₹20,00,000",No,No
2024,Royals,Shubham Agrawal,,,"₹20,00,000",No,No
2024,Royals,Mustaq Beg,,,"₹20,00,000",No,No
2024,Royals,K.C Cariappa,,,"₹20,00,000",No,No
2024,Royals,Ganesh Chaudhary,,,"₹20,00,000",No,No
2024,Royals,Yuvraj Chudasama,,,"₹20,00,000",No,No
2024,Royals,Jasmer  Dhankhar,,,"₹20,00,000",No,No
2024,Royals,Chintal Gandhi,,,"₹20,00,000",No,No
2024,Royals,Allah Ghazanfar,,,"₹20,00,000",No,No
2024,Royals,Raghav Goyal,,,"₹20,00,000",No,No
2024,Royals,Shreyas Gurav,,,"₹20,00,000",No,No
2024,Royals,Vishu Kashyap,,,"₹20,00,000",No,No
2024,Royals,Bhuwan Rohilla,,,"₹20,00,000",No,No
2024,Royals,Shivam  Sharma,,,"₹20,00,000",No,No
2024,Royals,Digvesh Singh,,,"₹20,00,000",No,No
2024,Royals,Jagadeesha Suchith,,,"₹20,00,000",No,No
2024,Royals,B. Surya,,,"₹20,00,000",No,No
2024,Royals,Pankaj Yadav,,,"₹20,00,000",No,No
2024,Royals,Sahil Dhiwan,,,"₹20,00,000",No,No
2024,Royals,Kaushal Tambe,,,"₹20,00,000",No,No
