Year,Team,Player,Base Price,Winning Bid,Capped/Uncapped,Overseas,RTM
2025,Super Kings,Noor Ahmad,20000000.0,100000000,Capped,Yes,No
2025,Super Kings,Ravichandaran Ashwin,20000000.0,97500000,Capped,No,No
2025,Super Kings,Devon Conway,20000000.0,62500000,Capped,Yes,No
2025,Super Kings,Syed Khaleel Ahmed,20000000.0,48000000,Capped,No,No
2025,Super Kings,Rachin Ravindra,15000000.0,40000000,Capped,Yes,Yes
2025,Super Kings,Anshul Kamboj,3000000.0,34000000,Uncapped,No,No
2025,Super Kings,Rahul Tripathi,7500000.0,34000000,Capped,No,No
2025,Super Kings,Sam Curran,20000000.0,24000000,Capped,Yes,No
2025,Super Kings,Gurjapneet Singh,3000000.0,22000000,Uncapped,No,No
2025,Super Kings,Nathan Ellis,12500000.0,20000000,Capped,Yes,No
2025,Super Kings,Deepak Hooda,7500000.0,17000000,Capped,No,No
2025,Super Kings,Jamie Overton,15000000.0,15000000,Capped,Yes,No
2025,Super Kings,Vijay Shankar,3000000.0,12000000,Uncapped,No,No
2025,Super Kings,Vansh Bedi,3000000.0,5500000,Uncapped,No,No
2025,Super Kings,Andre Siddarth,3000000.0,3000000,Uncapped,No,No
2025,Super Kings,Shreyas Gopal,3000000.0,3000000,Uncapped,No,No
2025,Super Kings,Ramakrishna Ghosh,3000000.0,3000000,Uncapped,No,No
2025,Super Kings,Kamlesh Nagarkoti,3000000.0,3000000,Uncapped,No,No
2025,Super Kings,Mukesh Choudhary,3000000.0,3000000,Uncapped,No,No
2025,Super Kings,Shaik Rasheed,3000000.0,3000000,Uncapped,No,No
2025,Capitals,KL Rahul,20000000.0,140000000,Capped,No,No
2025,Capitals,Mitchell Starc,20000000.0,117500000,Capped,Yes,No
2025,Capitals,T. Natarajan,20000000.0,107500000,Capped,No,No
2025,Capitals,Jake Fraser-Mcgurk,20000000.0,90000000,Capped,Yes,Yes
2025,Capitals,Mukesh Kumar,20000000.0,80000000,Capped,No,Yes
2025,Capitals,Harry Brook,20000000.0,62500000,Capped,Yes,No
2025,Capitals,Ashutosh Sharma,3000000.0,38000000,Uncapped,No,No
2025,Capitals,Mohit Sharma,5000000.0,22000000,Uncapped,No,No
2025,Capitals,Faf Du Plessis,20000000.0,20000000,Capped,Yes,No
2025,Capitals,Sameer Rizvi,3000000.0,9500000,Uncapped,No,No
2025,Capitals,Donovan Ferreira,7500000.0,7500000,Capped,Yes,No
2025,Capitals,Dushmantha Chameera,7500000.0,7500000,Capped,Yes,No
2025,Capitals,Vipraj Nigam,3000000.0,5000000,Uncapped,No,No
2025,Capitals,Karun Nair,3000000.0,5000000,Uncapped,No,No
2025,Capitals,Madhav Tiwari,3000000.0,4000000,Uncapped,No,No
2025,Capitals,Tripurana Vijay,3000000.0,3000000,Uncapped,No,No
2025,Capitals,Manvanth Kumar L,3000000.0,3000000,Uncapped,No,No
2025,Capitals,Ajay Mandal,3000000.0,3000000,Uncapped,No,No
2025,Capitals,Darshan Nalkande,3000000.0,3000000,Uncapped,No,No
2025,Titans,Jos  Buttler,20000000.0,157500000,Capped,Yes,No
2025,Titans,Mohammad Siraj,20000000.0,122500000,Capped,No,No
2025,Titans,Kagiso Rabada,20000000.0,107500000,Capped,Yes,No
2025,Titans,Prasidh Krishna,20000000.0,95000000,Capped,No,No
2025,Titans,Washington Sundar,20000000.0,32000000,Capped,No,No
2025,Titans,Sherfane Rutherford,15000000.0,26000000,Capped,Yes,No
2025,Titans,Gerald Coetzee,12500000.0,24000000,Capped,Yes,No
2025,Titans,Glenn Phillips,20000000.0,20000000,Capped,Yes,No
2025,Titans,R. Sai Kishore,7500000.0,20000000,Capped,No,Yes
2025,Titans,Mahipal Lomror,5000000.0,17000000,Uncapped,No,No
2025,Titans,Gurnoor Singh Brar,3000000.0,13000000,Uncapped,No,No
2025,Titans,Mohd. Arshad Khan,3000000.0,13000000,Uncapped,No,No
2025,Titans,Karim Janat,7500000.0,7500000,Capped,Yes,No
2025,Titans,Jayant Yadav,7500000.0,7500000,Capped,No,No
2025,Titans,Ishant Sharma,7500000.0,7500000,Capped,No,No
2025,Titans,Kumar Kushagra,3000000.0,6500000,Uncapped,No,No
2025,Titans,Kulwant Khejroliya,3000000.0,3000000,Uncapped,No,No
2025,Titans,Manav Suthar,3000000.0,3000000,Uncapped,No,No
2025,Titans,Anuj Rawat,3000000.0,3000000,Uncapped,No,No
2025,Titans,Nishant Sindhu,3000000.0,3000000,Uncapped,No,No
2025,Knight Riders,Venkatesh Iyer,20000000.0,237500000,Capped,No,No
2025,Knight Riders,Anrich Nortje,20000000.0,65000000,Capped,Yes,No
2025,Knight Riders,Quinton De Kock,20000000.0,36000000,Capped,Yes,No
2025,Knight Riders,Angkrish Raghuvanshi,3000000.0,30000000,Uncapped,No,No
2025,Knight Riders,Spencer Johnson,20000000.0,28000000,Capped,Yes,No
2025,Knight Riders,Moeen Ali,20000000.0,20000000,Capped,Yes,No
2025,Knight Riders,Rahmanullah Gurbaz,20000000.0,20000000,Capped,Yes,No
2025,Knight Riders,Vaibhav Arora,3000000.0,18000000,Uncapped,No,No
2025,Knight Riders,Ajinkya Rahane,15000000.0,15000000,Capped,No,No
2025,Knight Riders,Rovman Powell,15000000.0,15000000,Capped,Yes,No
2025,Knight Riders,Umran  Malik,7500000.0,7500000,Capped,No,No
2025,Knight Riders,Manish Pandey,7500000.0,7500000,Capped,No,No
2025,Knight Riders,Anukul Roy,3000000.0,4000000,Uncapped,No,No
2025,Knight Riders,Luvnith Sisodia,3000000.0,3000000,Uncapped,No,No
2025,Knight Riders,Mayank Markande,3000000.0,3000000,Uncapped,No,No
2025,Super Giants,Rishabh Pant,20000000.0,270000000,Capped,No,No
2025,Super Giants,Avesh Khan,20000000.0,97500000,Capped,No,No
2025,Super Giants,Akash Deep,10000000.0,80000000,Capped,No,No
2025,Super Giants,David Miller,15000000.0,75000000,Capped,Yes,No
2025,Super Giants,Abdul Samad,3000000.0,42000000,Uncapped,No,No
2025,Super Giants,Mitchell Marsh,20000000.0,34000000,Capped,Yes,No
2025,Super Giants,Shahbaz Ahamad,10000000.0,24000000,Capped,No,No
2025,Super Giants,Aiden Markram,20000000.0,20000000,Capped,Yes,No
2025,Super Giants,Matthew Breetzke,7500000.0,7500000,Capped,Yes,No
2025,Super Giants,Shamar Joseph,7500000.0,7500000,Capped,Yes,Yes
2025,Super Giants,M. Siddharth,3000000.0,7500000,Uncapped,No,No
2025,Super Giants,Arshin Kulkarni,3000000.0,3000000,Uncapped,No,No
2025,Super Giants,Rajvardhan Hangargekar,3000000.0,3000000,Uncapped,No,No
2025,Super Giants,Yuvraj Chaudhary,3000000.0,3000000,Uncapped,No,No
2025,Super Giants,Prince Yadav,3000000.0,3000000,Uncapped,No,No
2025,Super Giants,Akash Singh,3000000.0,3000000,Uncapped,No,No
2025,Super Giants,Digvesh Singh,3000000.0,3000000,Uncapped,No,No
2025,Super Giants,Himmat Singh,3000000.0,3000000,Uncapped,No,No
2025,Super Giants,Aryan Juyal,3000000.0,3000000,Uncapped,No,No
2025,Indians,Trent Boult,20000000.0,125000000,Capped,Yes,No
2025,Indians,Deepak Chahar,20000000.0,92500000,Capped,No,No
2025,Indians,Will Jacks,20000000.0,52500000,Capped,Yes,No
2025,Indians,Naman Dhir,3000000.0,52500000,Uncapped,No,Yes
2025,Indians,Allah  Ghazanfar,7500000.0,48000000,Capped,Yes,No
2025,Indians,Mitchell Santner,20000000.0,20000000,Capped,Yes,No
2025,Indians,Ryan Rickelton,10000000.0,10000000,Capped,Yes,No
2025,Indians,Lizaad Williams,7500000.0,7500000,Capped,Yes,No
2025,Indians,Reece Topley,7500000.0,7500000,Capped,Yes,No
2025,Indians,Robin Minz,3000000.0,6500000,Uncapped,No,No
2025,Indians,Karn Sharma,5000000.0,5000000,Uncapped,No,No
2025,Indians,Vignesh Puthur,3000000.0,3000000,Uncapped,No,No
2025,Indians,Arjun  Tendulkar,3000000.0,3000000,Uncapped,No,No
2025,Indians,Bevan John Jacobs,3000000.0,3000000,Uncapped,Yes,No
2025,Indians,Venkata Satyanarayana Penmetsa,3000000.0,3000000,Uncapped,No,No
2025,Indians,Raj Angad Bawa,3000000.0,3000000,Uncapped,No,No
2025,Indians,Shrijith Krishnan,3000000.0,3000000,Uncapped,No,No
2025,Indians,Ashwani Kumar,3000000.0,3000000,Uncapped,No,No
2025,Kings,Shreyas Iyer,20000000.0,267500000,Capped,No,No
2025,Kings,Yuzvendra Chahal,20000000.0,180000000,Capped,No,No
2025,Kings,Arshdeep Singh,20000000.0,180000000,Capped,No,Yes
2025,Kings,Marcus Stoinis,20000000.0,110000000,Capped,Yes,No
2025,Kings,Marco Jansen,12500000.0,70000000,Capped,Yes,No
2025,Kings,Nehal Wadhera,3000000.0,42000000,Uncapped,No,No
2025,Kings,Glenn Maxwell,20000000.0,42000000,Capped,Yes,No
2025,Kings,Priyansh Arya,3000000.0,38000000,Uncapped,No,No
2025,Kings,Josh Inglis,20000000.0,26000000,Capped,Yes,No
2025,Kings,Azmatullah Omarzai,15000000.0,24000000,Capped,Yes,No
2025,Kings,Lockie Ferguson,20000000.0,20000000,Capped,Yes,No
2025,Kings,Vyshak Vijaykumar,3000000.0,18000000,Uncapped,No,No
2025,Kings,Yash Thakur,3000000.0,16000000,Uncapped,No,No
2025,Kings,Harpreet  Brar,3000000.0,15000000,Uncapped,No,No
2025,Kings,Aaron Hardie,12500000.0,12500000,Capped,Yes,No
2025,Kings,Vishnu Vinod,3000000.0,9500000,Uncapped,No,No
2025,Kings,Xavier Bartlett,7500000.0,8000000,Capped,Yes,No
2025,Kings,Kuldeep  Sen,7500000.0,8000000,Capped,No,No
2025,Kings,Pravin Dubey,3000000.0,3000000,Uncapped,No,No
2025,Kings,Pyla Avinash,3000000.0,3000000,Uncapped,No,No
2025,Kings,Suryansh  Shedge,3000000.0,3000000,Uncapped,No,No
2025,Kings,Musheer Khan,3000000.0,3000000,Uncapped,No,No
2025,Kings,Harnoor Pannu,3000000.0,3000000,Uncapped,No,No
2025,Royals,Jofra Archer,20000000.0,125000000,Capped,Yes,No
2025,Royals,Tushar Deshpande,10000000.0,65000000,Capped,No,No
2025,Royals,Wanindu Hasaranga,20000000.0,52500000,Capped,Yes,No
2025,Royals,Maheesh Theekshana,20000000.0,44000000,Capped,Yes,No
2025,Royals,Nitish Rana,15000000.0,42000000,Capped,No,No
2025,Royals,Fazalhaq Farooqi,20000000.0,20000000,Capped,Yes,No
2025,Royals,Kwena Maphaka,7500000.0,15000000,Capped,Yes,No
2025,Royals,Akash Madhwal,3000000.0,12000000,Uncapped,No,No
2025,Royals,Vaibhav Suryavanshi,3000000.0,11000000,Uncapped,No,No
2025,Royals,Shubham Dubey,3000000.0,8000000,Uncapped,No,No
2025,Royals,Yudhvir Charak,3000000.0,3500000,Uncapped,No,No
2025,Royals,Ashok Sharma,3000000.0,3000000,Uncapped,No,No
2025,Royals,Kunal Rathore,3000000.0,3000000,Uncapped,No,No
2025,Royals,Kumar Kartikeya Singh,3000000.0,3000000,Uncapped,No,No
2025,Challengers Bengaluru,Josh Hazlewood,20000000.0,125000000,Capped,Yes,No
2025,Challengers Bengaluru,Phil Salt,20000000.0,115000000,Capped,Yes,No
2025,Challengers Bengaluru,Jitesh Sharma,10000000.0,110000000,Capped,No,No
2025,Challengers Bengaluru,Bhuvneshwar Kumar,20000000.0,107500000,Capped,No,No
2025,Challengers Bengaluru,Liam Livingstone,20000000.0,87500000,Capped,Yes,No
2025,Challengers Bengaluru,Rasikh Dar,3000000.0,60000000,Uncapped,No,No
2025,Challengers Bengaluru,Krunal Pandya,20000000.0,57500000,Capped,No,No
2025,Challengers Bengaluru,Tim David,20000000.0,30000000,Capped,Yes,No
2025,Challengers Bengaluru,Jacob Bethell,12500000.0,26000000,Capped,Yes,No
2025,Challengers Bengaluru,Suyash Sharma,3000000.0,26000000,Uncapped,No,No
2025,Challengers Bengaluru,Devdutt Padikkal,20000000.0,20000000,Capped,No,No
2025,Challengers Bengaluru,Nuwan Thushara,7500000.0,16000000,Capped,Yes,No
2025,Challengers Bengaluru,Romario Shepherd,15000000.0,15000000,Capped,Yes,No
2025,Challengers Bengaluru,Lungisani Ngidi,10000000.0,10000000,Capped,Yes,No
2025,Challengers Bengaluru,Swapnil Singh,3000000.0,5000000,Uncapped,No,Yes
2025,Challengers Bengaluru,Mohit Rathee,3000000.0,3000000,Uncapped,No,No
2025,Challengers Bengaluru,Abhinandan Singh,3000000.0,3000000,Uncapped,No,No
2025,Challengers Bengaluru,Swastik Chhikara,3000000.0,3000000,Uncapped,No,No
2025,Challengers Bengaluru,Manoj Bhandage,3000000.0,3000000,Uncapped,No,No
2025,Hyderabad,Ishan Kishan,20000000.0,112500000,Capped,No,No
2025,Hyderabad,Mohammad Shami,20000000.0,100000000,Capped,No,No
2025,Hyderabad,Harshal Patel,20000000.0,80000000,Capped,No,No
2025,Hyderabad,Abhinav Manohar,3000000.0,32000000,Uncapped,No,No
2025,Hyderabad,Rahul Chahar,10000000.0,32000000,Capped,No,No
2025,Hyderabad,Adam Zampa,20000000.0,24000000,Capped,Yes,No
2025,Hyderabad,Simarjeet Singh,3000000.0,15000000,Uncapped,No,No
2025,Hyderabad,Eshan Malinga,3000000.0,12000000,Uncapped,Yes,No
2025,Hyderabad,Brydon Carse,10000000.0,10000000,Capped,Yes,No
2025,Hyderabad,Jaydev Unadkat,10000000.0,10000000,Capped,No,No
2025,Hyderabad,Kamindu Mendis,7500000.0,7500000,Capped,Yes,No
2025,Hyderabad,Zeeshan Ansari,3000000.0,4000000,Uncapped,No,No
2025,Hyderabad,Sachin Baby,3000000.0,3000000,Uncapped,No,No
2025,Hyderabad,Aniket Verma,3000000.0,3000000,Uncapped,No,No
2025,Hyderabad,Atharva Taide,3000000.0,3000000,Uncapped,No,No
2025,Hyderabad,,,20000000,"₹27,00,00,000",No,No
2025,Hyderabad,,,20000000,"₹26,75,00,000",No,No
2025,Hyderabad,,,20000000,"₹23,75,00,000",No,No
2025,Hyderabad,,,20000000,"₹18,00,00,000",No,Yes
2025,Hyderabad,,,20000000,"₹18,00,00,000",No,No
2025,Hyderabad,,,20000000,"₹15,75,00,000",No,No
2025,Hyderabad,,,20000000,"₹14,00,00,000",No,No
2025,Hyderabad,,,20000000,"₹12,50,00,000",No,No
2025,Hyderabad,,,20000000,"₹12,50,00,000",No,No
2025,Hyderabad,,,20000000,"₹12,50,00,000",No,No
2025,Hyderabad,,,20000000,"₹12,25,00,000",No,No
2025,Hyderabad,,,20000000,"₹11,75,00,000",No,No
2025,Hyderabad,,,20000000,"₹11,50,00,000",No,No
2025,Hyderabad,,,20000000,"₹11,25,00,000",No,No
2025,Hyderabad,,,20000000,"₹11,00,00,000",No,No
2025,Hyderabad,,,10000000,"₹11,00,00,000",No,No
2025,Hyderabad,,,20000000,"₹10,75,00,000",No,No
2025,Hyderabad,,,20000000,"₹10,75,00,000",No,No
2025,Hyderabad,,,20000000,"₹10,75,00,000",No,No
2025,Hyderabad,,,20000000,"₹10,00,00,000",No,No
